订单编号,客户ID,客户名称,客户编号,客户省份,销售代表ID,下单日期,预计送货日期,实际送货日期,产品ID,产品名称,数量, 单价 ,金额
SO45341,29774,湖南29774自行车销售有限公司,10-4020-000040,湖南,210,1/1/15,1/13/15,1/9/15,752,山地自行车袜子,14,5.51,77.14
SO45341,29774,湖南29774自行车销售有限公司,10-4020-000040,湖南,210,1/1/15,1/13/15,1/8/15,759,长袖运动衫,2,28.8404,57.6808
SO45342,29521,安徽29521自行车销售有限公司,10-4020-000401,安徽,201,1/1/15,1/13/15,1/15/15,743,山地自行车,31,2039.994,63239.814
SO45342,29521,安徽29521自行车销售有限公司,10-4020-000401,安徽,201,1/1/15,1/13/15,1/12/15,752,山地自行车袜子,4,5.7,22.8
SO45343,29511,安徽29511自行车销售有限公司,10-4020-000348,安徽,201,1/1/15,1/13/15,1/7/15,743,山地自行车,8,2039.994,16319.952
SO45343,29511,安徽29511自行车销售有限公司,10-4020-000348,安徽,201,1/1/15,1/13/15,1/2/15,745,山地自行车车架,6,818.7,4912.2
SO45343,29511,安徽29511自行车销售有限公司,10-4020-000348,安徽,201,1/1/15,1/13/15,1/2/15,752,山地自行车袜子,2,5.7,11.4
SO45343,29511,安徽29511自行车销售有限公司,10-4020-000348,安徽,201,1/1/15,1/13/15,1/8/15,758,运动头盔,7,20.1865,141.3055
SO45343,29511,安徽29511自行车销售有限公司,10-4020-000348,安徽,201,1/1/15,1/13/15,1/16/15,759,长袖运动衫,3,28.8404,86.5212
SO45344,29885,海南29885自行车销售有限公司,10-4020-000218,海南,209,1/1/15,1/13/15,1/16/15,709,公路自行车,52,2146.962,111642.024
SO45344,29885,海南29885自行车销售有限公司,10-4020-000218,海南,209,1/1/15,1/13/15,1/3/15,731,帽子,5,5.1865,25.9325
SO45344,29885,海南29885自行车销售有限公司,10-4020-000218,海南,209,1/1/15,1/13/15,1/10/15,759,长袖运动衫,6,28.8404,173.0424
SO45345,15048,新疆15048自行车销售有限公司,10-4030-015048,新疆,213,1/1/15,1/13/15,1/14/15,709,公路自行车,1,3578.27,3578.27
SO45346,28648,福建28648自行车销售有限公司,10-4030-028648,福建,211,1/1/15,1/13/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45347,14733,江西14733自行车销售有限公司,10-4030-014733,江西,203,1/1/15,1/13/15,1/3/15,709,公路自行车,1,699.0982,699.0982
SO45348,19562,江苏19562自行车销售有限公司,10-4030-019562,江苏,201,1/1/15,1/13/15,1/7/15,709,公路自行车,1,3578.27,3578.27
SO45349,19568,山西19568自行车销售有限公司,10-4030-019568,山西,206,1/1/15,1/13/15,1/4/15,709,公路自行车,1,3578.27,3578.27
SO45350,19613,海南19613自行车销售有限公司,10-4030-019613,海南,209,1/1/15,1/13/15,1/6/15,709,公路自行车,1,3578.27,3578.27
SO45351,12520,浙江12520自行车销售有限公司,10-4030-012520,浙江,204,1/2/15,1/14/15,1/6/15,709,公路自行车,1,3578.27,3578.27
SO45352,15081,天津15081自行车销售有限公司,10-4030-015081,天津,208,1/2/15,1/14/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45353,28630,浙江28630自行车销售有限公司,10-4030-028630,浙江,204,1/2/15,1/14/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45354,19432,陕西19432自行车销售有限公司,10-4030-019432,陕西,213,1/2/15,1/14/15,1/4/15,709,公路自行车,1,699.0982,699.0982
SO45355,28778,江西28778自行车销售有限公司,10-4030-028778,江西,203,1/2/15,1/14/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45356,19096,湖南19096自行车销售有限公司,10-4030-019096,湖南,210,1/2/15,1/14/15,1/4/15,709,公路自行车,1,3578.27,3578.27
SO45357,28443,山东28443自行车销售有限公司,10-4030-028443,山东,206,1/3/15,1/15/15,1/18/15,743,山地自行车,1,3374.99,3374.99
SO45358,23172,上海23172自行车销售有限公司,10-4030-023172,上海,202,1/3/15,1/15/15,1/10/15,709,公路自行车,1,3578.27,3578.27
SO45359,11227,贵州11227自行车销售有限公司,10-4030-011227,贵州,214,1/3/15,1/15/15,1/17/15,709,公路自行车,1,3578.27,3578.27
SO45360,28036,吉林28036自行车销售有限公司,10-4030-028036,吉林,207,1/3/15,1/15/15,1/6/15,709,公路自行车,1,3578.27,3578.27
SO45361,23057,黑龙江23057自行车销售有限公司,10-4030-023057,黑龙江,207,1/3/15,1/15/15,1/14/15,709,公路自行车,1,3578.27,3578.27
SO45362,19271,甘肃19271自行车销售有限公司,10-4030-019271,甘肃,213,1/3/15,1/15/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45363,19565,江西19565自行车销售有限公司,10-4030-019565,江西,203,1/3/15,1/15/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45364,14161,湖北14161自行车销售有限公司,10-4030-014161,湖北,203,1/4/15,1/16/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45365,15078,甘肃15078自行车销售有限公司,10-4030-015078,甘肃,213,1/4/15,1/16/15,1/17/15,709,公路自行车,1,3578.27,3578.27
SO45366,18011,湖南18011自行车销售有限公司,10-4030-018011,湖南,210,1/4/15,1/16/15,1/19/15,709,公路自行车,1,699.0982,699.0982
SO45367,20561,内蒙古20561自行车销售有限公司,10-4030-020561,内蒙古,208,1/4/15,1/16/15,1/17/15,709,公路自行车,1,699.0982,699.0982
SO45368,14732,青海14732自行车销售有限公司,10-4030-014732,青海,213,1/4/15,1/16/15,1/17/15,709,公路自行车,1,699.0982,699.0982
SO45369,19269,广西19269自行车销售有限公司,10-4030-019269,广西,209,1/4/15,1/16/15,1/6/15,709,公路自行车,1,3578.27,3578.27
SO45370,19270,黑龙江19270自行车销售有限公司,10-4030-019270,黑龙江,207,1/4/15,1/16/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45371,15062,四川15062自行车销售有限公司,10-4030-015062,四川,214,1/5/15,1/17/15,1/11/15,709,公路自行车,1,3578.27,3578.27
SO45372,28449,青海28449自行车销售有限公司,10-4030-028449,青海,213,1/5/15,1/17/15,1/7/15,743,山地自行车,1,3374.99,3374.99
SO45373,25994,福建25994自行车销售有限公司,10-4030-025994,福建,211,1/5/15,1/17/15,1/11/15,743,山地自行车,1,3374.99,3374.99
SO45374,22996,湖南22996自行车销售有限公司,10-4030-022996,湖南,210,1/5/15,1/17/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45375,19596,天津19596自行车销售有限公司,10-4030-019596,天津,208,1/5/15,1/17/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45376,11761,辽宁11761自行车销售有限公司,10-4030-011761,辽宁,207,1/5/15,1/17/15,1/6/15,743,山地自行车,1,3399.99,3399.99
SO45377,15077,甘肃15077自行车销售有限公司,10-4030-015077,甘肃,213,1/6/15,1/18/15,1/7/15,709,公路自行车,1,3578.27,3578.27
SO45378,28178,广东28178自行车销售有限公司,10-4030-028178,广东,212,1/6/15,1/18/15,1/20/15,709,公路自行车,1,3578.27,3578.27
SO45379,28363,河北28363自行车销售有限公司,10-4030-028363,河北,208,1/6/15,1/18/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45380,18010,广西18010自行车销售有限公司,10-4030-018010,广西,209,1/6/15,1/18/15,1/21/15,709,公路自行车,1,699.0982,699.0982
SO45381,19988,湖北19988自行车销售有限公司,10-4030-019988,湖北,203,1/6/15,1/18/15,1/10/15,743,山地自行车,1,3399.99,3399.99
SO45382,11129,广东11129自行车销售有限公司,10-4030-011129,广东,212,1/6/15,1/18/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45383,14734,辽宁14734自行车销售有限公司,10-4030-014734,辽宁,207,1/6/15,1/18/15,1/11/15,709,公路自行车,1,699.0982,699.0982
SO45384,26789,河南26789自行车销售有限公司,10-4030-026789,河南,206,1/6/15,1/18/15,1/8/15,709,公路自行车,1,699.0982,699.0982
SO45385,14735,湖北14735自行车销售有限公司,10-4030-014735,湖北,203,1/6/15,1/18/15,1/18/15,709,公路自行车,1,699.0982,699.0982
SO45386,19607,青海19607自行车销售有限公司,10-4030-019607,青海,213,1/6/15,1/18/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45387,11224,宁夏11224自行车销售有限公司,10-4030-011224,宁夏,213,1/7/15,1/19/15,1/8/15,709,公路自行车,1,3578.27,3578.27
SO45388,25986,湖北25986自行车销售有限公司,10-4030-025986,湖北,203,1/7/15,1/19/15,1/15/15,743,山地自行车,1,3374.99,3374.99
SO45389,11090,福建11090自行车销售有限公司,10-4030-011090,福建,211,1/7/15,1/19/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45390,19560,西藏19560自行车销售有限公司,10-4030-019560,西藏,213,1/7/15,1/19/15,1/14/15,709,公路自行车,1,3578.27,3578.27
SO45391,19588,湖北19588自行车销售有限公司,10-4030-019588,湖北,203,1/7/15,1/19/15,1/21/15,709,公路自行车,1,3578.27,3578.27
SO45392,11762,甘肃11762自行车销售有限公司,10-4030-011762,甘肃,213,1/7/15,1/19/15,1/18/15,743,山地自行车,1,3399.99,3399.99
SO45393,14171,湖北14171自行车销售有限公司,10-4030-014171,湖北,203,1/8/15,1/20/15,1/23/15,709,公路自行车,1,3578.27,3578.27
SO45394,11468,湖北11468自行车销售有限公司,10-4030-011468,湖北,203,1/8/15,1/20/15,1/18/15,743,山地自行车,1,3374.99,3374.99
SO45395,29352,贵州29352自行车销售有限公司,10-4030-029352,贵州,214,1/8/15,1/20/15,1/22/15,709,公路自行车,1,3578.27,3578.27
SO45396,19594,山东19594自行车销售有限公司,10-4030-019594,山东,206,1/8/15,1/20/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45397,15051,重庆15051自行车销售有限公司,10-4030-015051,重庆,214,1/9/15,1/21/15,1/21/15,709,公路自行车,1,3578.27,3578.27
SO45398,15059,安徽15059自行车销售有限公司,10-4030-015059,安徽,201,1/9/15,1/21/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45399,19598,河南19598自行车销售有限公司,10-4030-019598,河南,206,1/9/15,1/21/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45400,14162,山西14162自行车销售有限公司,10-4030-014162,山西,206,1/10/15,1/22/15,1/11/15,709,公路自行车,1,3578.27,3578.27
SO45401,15058,甘肃15058自行车销售有限公司,10-4030-015058,甘肃,213,1/10/15,1/22/15,1/22/15,709,公路自行车,1,3578.27,3578.27
SO45402,11413,陕西11413自行车销售有限公司,10-4030-011413,陕西,213,1/10/15,1/22/15,1/11/15,743,山地自行车,1,3399.99,3399.99
SO45403,23114,青海23114自行车销售有限公司,10-4030-023114,青海,213,1/10/15,1/22/15,1/24/15,709,公路自行车,1,3578.27,3578.27
SO45404,11217,山东11217自行车销售有限公司,10-4030-011217,山东,206,1/10/15,1/22/15,1/25/15,709,公路自行车,1,3578.27,3578.27
SO45405,23209,河南23209自行车销售有限公司,10-4030-023209,河南,206,1/10/15,1/22/15,1/25/15,709,公路自行车,1,3578.27,3578.27
SO45406,25987,北京25987自行车销售有限公司,10-4030-025987,北京,205,1/10/15,1/22/15,1/19/15,743,山地自行车,1,3374.99,3374.99
SO45407,29285,重庆29285自行车销售有限公司,10-4030-029285,重庆,214,1/10/15,1/22/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45408,29326,黑龙江29326自行车销售有限公司,10-4030-029326,黑龙江,207,1/10/15,1/22/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45409,19612,湖南19612自行车销售有限公司,10-4030-019612,湖南,210,1/10/15,1/22/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45410,14149,上海14149自行车销售有限公司,10-4030-014149,上海,202,1/11/15,1/23/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45411,28197,山东28197自行车销售有限公司,10-4030-028197,山东,206,1/11/15,1/23/15,1/25/15,709,公路自行车,1,3578.27,3578.27
SO45412,23137,上海23137自行车销售有限公司,10-4030-023137,上海,202,1/11/15,1/23/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45413,11191,海南11191自行车销售有限公司,10-4030-011191,海南,209,1/11/15,1/23/15,1/18/15,709,公路自行车,1,3578.27,3578.27
SO45414,18038,西藏18038自行车销售有限公司,10-4030-018038,西藏,213,1/11/15,1/23/15,1/22/15,709,公路自行车,1,699.0982,699.0982
SO45415,28092,广东28092自行车销售有限公司,10-4030-028092,广东,212,1/11/15,1/23/15,1/19/15,709,公路自行车,1,3578.27,3578.27
SO45416,28161,吉林28161自行车销售有限公司,10-4030-028161,吉林,207,1/11/15,1/23/15,1/18/15,709,公路自行车,1,3578.27,3578.27
SO45417,28620,江苏28620自行车销售有限公司,10-4030-028620,江苏,201,1/11/15,1/23/15,1/14/15,709,公路自行车,1,3578.27,3578.27
SO45418,19264,山西19264自行车销售有限公司,10-4030-019264,山西,206,1/11/15,1/23/15,1/13/15,709,公路自行车,1,3578.27,3578.27
SO45419,19555,陕西19555自行车销售有限公司,10-4030-019555,陕西,213,1/11/15,1/23/15,1/20/15,709,公路自行车,1,3578.27,3578.27
SO45420,19561,河北19561自行车销售有限公司,10-4030-019561,河北,208,1/11/15,1/23/15,1/23/15,709,公路自行车,1,3578.27,3578.27
SO45421,19576,河北19576自行车销售有限公司,10-4030-019576,河北,208,1/11/15,1/23/15,1/12/15,709,公路自行车,1,3578.27,3578.27
SO45422,28198,青海28198自行车销售有限公司,10-4030-028198,青海,213,1/12/15,1/24/15,1/24/15,709,公路自行车,1,3578.27,3578.27
SO45423,19997,内蒙古19997自行车销售有限公司,10-4030-019997,内蒙古,208,1/12/15,1/24/15,1/27/15,743,山地自行车,1,3374.99,3374.99
SO45424,28165,吉林28165自行车销售有限公司,10-4030-028165,吉林,207,1/12/15,1/24/15,1/15/15,709,公路自行车,1,3578.27,3578.27
SO45425,15056,重庆15056自行车销售有限公司,10-4030-015056,重庆,214,1/13/15,1/25/15,1/20/15,709,公路自行车,1,3578.27,3578.27
SO45426,14164,青海14164自行车销售有限公司,10-4030-014164,青海,213,1/13/15,1/25/15,1/26/15,709,公路自行车,1,3578.27,3578.27
SO45427,29481,黑龙江29481自行车销售有限公司,10-4030-029481,黑龙江,207,1/13/15,1/25/15,1/14/15,743,山地自行车,1,3374.99,3374.99
SO45428,11414,江西11414自行车销售有限公司,10-4030-011414,江西,203,1/13/15,1/25/15,1/23/15,743,山地自行车,1,3399.99,3399.99
SO45429,28129,内蒙古28129自行车销售有限公司,10-4030-028129,内蒙古,208,1/13/15,1/25/15,1/18/15,709,公路自行车,1,3578.27,3578.27
SO45430,28176,宁夏28176自行车销售有限公司,10-4030-028176,宁夏,213,1/13/15,1/25/15,1/25/15,709,公路自行车,1,3578.27,3578.27
SO45431,28013,海南28013自行车销售有限公司,10-4030-028013,海南,209,1/13/15,1/25/15,1/19/15,709,公路自行车,1,3578.27,3578.27
SO45432,14167,河北14167自行车销售有限公司,10-4030-014167,河北,208,1/14/15,1/26/15,1/19/15,709,公路自行车,1,3578.27,3578.27
SO45433,12547,安徽12547自行车销售有限公司,10-4030-012547,安徽,201,1/14/15,1/26/15,1/17/15,709,公路自行车,1,3578.27,3578.27
SO45434,11252,新疆11252自行车销售有限公司,10-4030-011252,新疆,213,1/14/15,1/26/15,1/20/15,709,公路自行车,1,3578.27,3578.27
SO45435,20562,新疆20562自行车销售有限公司,10-4030-020562,新疆,213,1/14/15,1/26/15,1/27/15,709,公路自行车,1,699.0982,699.0982
SO45436,28130,湖北28130自行车销售有限公司,10-4030-028130,湖北,203,1/14/15,1/26/15,1/24/15,709,公路自行车,1,3578.27,3578.27
SO45437,28169,天津28169自行车销售有限公司,10-4030-028169,天津,208,1/14/15,1/26/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45438,29334,湖北29334自行车销售有限公司,10-4030-029334,湖北,203,1/14/15,1/26/15,1/20/15,709,公路自行车,1,3578.27,3578.27
SO45439,25823,湖北25823自行车销售有限公司,10-4030-025823,湖北,203,1/14/15,1/26/15,1/26/15,709,公路自行车,1,699.0982,699.0982
SO45440,14198,山东14198自行车销售有限公司,10-4030-014198,山东,206,1/15/15,1/27/15,1/29/15,709,公路自行车,1,3578.27,3578.27
SO45441,11216,云南11216自行车销售有限公司,10-4030-011216,云南,214,1/15/15,1/27/15,1/18/15,709,公路自行车,1,3578.27,3578.27
SO45442,29335,湖北29335自行车销售有限公司,10-4030-029335,湖北,203,1/15/15,1/27/15,1/23/15,709,公路自行车,1,3578.27,3578.27
SO45443,29350,宁夏29350自行车销售有限公司,10-4030-029350,宁夏,213,1/15/15,1/27/15,1/16/15,709,公路自行车,1,3578.27,3578.27
SO45444,19102,山东19102自行车销售有限公司,10-4030-019102,山东,206,1/15/15,1/27/15,1/28/15,709,公路自行车,1,3578.27,3578.27
SO45445,19105,湖南19105自行车销售有限公司,10-4030-019105,湖南,210,1/15/15,1/27/15,1/26/15,709,公路自行车,1,3578.27,3578.27
SO45446,25990,海南25990自行车销售有限公司,10-4030-025990,海南,209,1/16/15,1/28/15,1/26/15,743,山地自行车,1,3399.99,3399.99
SO45447,19558,海南19558自行车销售有限公司,10-4030-019558,海南,209,1/16/15,1/28/15,1/24/15,709,公路自行车,1,3578.27,3578.27
SO45448,25718,河南25718自行车销售有限公司,10-4030-025718,河南,206,1/16/15,1/28/15,1/17/15,709,公路自行车,1,699.0982,699.0982
SO45449,14189,江西14189自行车销售有限公司,10-4030-014189,江西,203,1/17/15,1/29/15,1/28/15,709,公路自行车,1,3578.27,3578.27
SO45450,28624,浙江28624自行车销售有限公司,10-4030-028624,浙江,204,1/17/15,1/29/15,2/1/15,709,公路自行车,1,3578.27,3578.27
SO45451,29279,上海29279自行车销售有限公司,10-4030-029279,上海,202,1/17/15,1/29/15,1/31/15,709,公路自行车,1,3578.27,3578.27
SO45452,19559,湖北19559自行车销售有限公司,10-4030-019559,湖北,203,1/17/15,1/29/15,1/26/15,709,公路自行车,1,3578.27,3578.27
SO45453,12549,安徽12549自行车销售有限公司,10-4030-012549,安徽,201,1/18/15,1/30/15,1/25/15,709,公路自行车,1,3578.27,3578.27
SO45454,23074,内蒙古23074自行车销售有限公司,10-4030-023074,内蒙古,208,1/18/15,1/30/15,1/26/15,709,公路自行车,1,3578.27,3578.27
SO45455,14163,广西14163自行车销售有限公司,10-4030-014163,广西,209,1/19/15,1/31/15,1/27/15,709,公路自行车,1,3578.27,3578.27
SO45456,23113,重庆23113自行车销售有限公司,10-4030-023113,重庆,214,1/19/15,1/31/15,2/3/15,709,公路自行车,1,3578.27,3578.27
SO45457,27752,江苏27752自行车销售有限公司,10-4030-027752,江苏,201,1/19/15,1/31/15,1/31/15,709,公路自行车,1,3578.27,3578.27
SO45458,19599,安徽19599自行车销售有限公司,10-4030-019599,安徽,201,1/19/15,1/31/15,1/21/15,709,公路自行车,1,3578.27,3578.27
SO45459,19605,海南19605自行车销售有限公司,10-4030-019605,海南,209,1/19/15,1/31/15,2/1/15,709,公路自行车,1,3578.27,3578.27
SO45460,25822,新疆25822自行车销售有限公司,10-4030-025822,新疆,213,1/19/15,1/31/15,1/27/15,709,公路自行车,1,699.0982,699.0982
SO45461,28646,江苏28646自行车销售有限公司,10-4030-028646,江苏,201,1/20/15,2/1/15,1/22/15,709,公路自行车,1,3578.27,3578.27
SO45462,28647,福建28647自行车销售有限公司,10-4030-028647,福建,211,1/20/15,2/1/15,2/3/15,709,公路自行车,1,3578.27,3578.27
SO45463,11171,贵州11171自行车销售有限公司,10-4030-011171,贵州,214,1/20/15,2/1/15,1/27/15,709,公路自行车,1,3578.27,3578.27
SO45464,19586,西藏19586自行车销售有限公司,10-4030-019586,西藏,213,1/20/15,2/1/15,2/3/15,709,公路自行车,1,3578.27,3578.27
SO45465,25819,吉林25819自行车销售有限公司,10-4030-025819,吉林,207,1/20/15,2/1/15,1/27/15,709,公路自行车,1,699.0982,699.0982
